day, case, vaccine provided
18/3/2020, 0, 0
19/3/2020, 0, 0
20/3/2020, 0, 0
21/3/2020, 0, 0
22/3/2020, 0, 0
23/3/2020, 0, 0
24/3/2020, 0, 0
25/3/2020, 0, 0
26/3/2020, 0, 0
27/3/2020, 0, 0
28/3/2020, 0, 0
29/3/2020, 0, 0
30/3/2020, 0, 0
31/3/2020, 0, 0
1/4/2020, 0, 0
2/4/2020, 0, 0
3/4/2020, 0, 0
4/4/2020, 0, 0
5/4/2020, 0, 0
6/4/2020, 0, 0
7/4/2020, 1, 0
8/4/2020, 0, 0
9/4/2020, 0, 0
10/4/2020, 0, 0
12/4/2020, 0, 0
13/4/2020, 0, 0
14/4/2020, 0, 0
15/4/2020, 0, 0
16/4/2020, 0, 0
17/4/2020, 0, 0
18/4/2020, 0, 0
19/4/2020, 0, 0
20/4/2020, 0, 0
21/4/2020, 0, 0
22/4/2020, 0, 0
23/4/2020, 0, 0
24/4/2020, 0, 0
25/4/2020, 0, 0
27/4/2020, 0, 0
29/4/2020, 0, 0
30/4/2020, 0, 0
1/5/2020, 0, 0
3/5/2020, 0, 0
4/5/2020, 0, 0
5/5/2020, 0, 0
6/5/2020, 0, 0
7/5/2020, 0, 0
8/5/2020, 0, 0
11/5/2020, 0, 0
12/5/2020, 0, 0
14/5/2020, 0, 0
15/5/2020, 0, 0
16/5/2020, 0, 0
17/5/2020, 0, 0
18/5/2020, 0, 0
20/5/2020, 0, 0
21/5/2020, 0, 0
22/5/2020, 0, 0
24/5/2020, 0, 0
25/5/2020, 0, 0
27/5/2020, 0, 0
29/5/2020, 0, 0
30/5/2020, 0, 0
1/6/2020, 0, 0
2/6/2020, 0, 0
3/6/2020, 0, 0
5/6/2020, 0, 0
6/6/2020, 0, 0
7/6/2020, 0, 0
8/6/2020, 0, 0
10/6/2020, 0, 0
11/6/2020, 0, 0
12/6/2020, 0, 0
13/6/2020, 0, 0
15/6/2020, 0, 0
16/6/2020, 0, 0
18/6/2020, 0, 0
19/6/2020, 0, 0
20/6/2020, 0, 0
22/6/2020, 0, 0
24/6/2020, 0, 0
26/6/2020, 0, 0
27/6/2020, 0, 0
29/6/2020, 0, 0
1/7/2020, 0, 0
2/7/2020, 0, 0
6/7/2020, 0, 0
7/7/2020, 0, 0
9/7/2020, 0, 0
10/7/2020, 0, 0
11/7/2020, 0, 0
12/7/2020, 0, 0
14/7/2020, 0, 0
16/7/2020, 0, 0
17/7/2020, 0, 0
20/7/2020, 0, 0
21/7/2020, 0, 0
22/7/2020, 0, 0
23/7/2020, 0, 0
24/7/2020, 0, 0
25/7/2020, 0, 0
26/7/2020, 0, 0
27/7/2020, 0, 0
29/7/2020, 0, 0
30/7/2020, 0, 0
31/7/2020, 0, 0
1/8/2020, 0, 0
2/8/2020, 1, 0
3/8/2020, 0, 0
4/8/2020, 1, 0
5/8/2020, 0, 0
6/8/2020, 0, 0
7/8/2020, 0, 0
8/8/2020, 0, 0
9/8/2020, 0, 0
10/8/2020, 0, 0
11/8/2020, 0, 0
12/8/2020, 0, 0
13/8/2020, 0, 0
14/8/2020, 0, 0
15/8/2020, 0, 0
16/8/2020, 0, 0
17/8/2020, 0, 0
18/8/2020, 0, 0
19/8/2020, 0, 0
20/8/2020, 0, 0
21/8/2020, 0, 0
22/8/2020, 0, 0
23/8/2020, 0, 0
24/8/2020, 0, 0
25/8/2020, 0, 0
26/8/2020, 0, 0
27/8/2020, 0, 0
28/8/2020, 0, 0
29/8/2020, 0, 0
30/8/2020, 0, 0
31/8/2020, 0, 0
1/9/2020, 0, 0
2/9/2020, 0, 0
3/9/2020, 0, 0
4/9/2020, 0, 0
5/9/2020, 0, 0
6/9/2020, 0, 0
7/9/2020, 0, 0
8/9/2020, 0, 0
9/9/2020, 0, 0
10/9/2020, 0, 0
11/9/2020, 0, 0
12/9/2020, 0, 0
13/9/2020, 0, 0
14/9/2020, 0, 0
15/9/2020, 0, 0
16/9/2020, 0, 0
17/9/2020, 0, 0
18/9/2020, 0, 0
19/9/2020, 0, 0
21/9/2020, 0, 0
22/9/2020, 0, 0
23/9/2020, 0, 0
25/9/2020, 0, 0
27/9/2020, 0, 0
28/9/2020, 0, 0
29/9/2020, 0, 0
30/9/2020, 0, 0
1/10/2020, 0, 0
2/10/2020, 0, 0
5/10/2020, 0, 0
6/10/2020, 0, 0
7/10/2020, 0, 0
8/10/2020, 0, 0
9/10/2020, 0, 0
10/10/2020, 0, 0
11/10/2020, 1, 0
12/10/2020, 0, 0
13/10/2020, 0, 0
14/10/2020, 0, 0
15/10/2020, 0, 0
16/10/2020, 0, 0
17/10/2020, 0, 0
18/10/2020, 0, 0
19/10/2020, 0, 0
20/10/2020, 0, 0
21/10/2020, 0, 0
22/10/2020, 0, 0
24/10/2020, 0, 0
25/10/2020, 0, 0
26/10/2020, 0, 0
27/10/2020, 0, 0
28/10/2020, 0, 0
29/10/2020, 0, 0
30/10/2020, 0, 0
31/10/2020, 0, 0
2/11/2020, 0, 0
3/11/2020, 0, 0
4/11/2020, 0, 0
5/11/2020, 0, 0
6/11/2020, 0, 0
9/11/2020, 0, 0
10/11/2020, 0, 0
11/11/2020, 0, 0
12/11/2020, 0, 0
13/11/2020, 0, 0
14/11/2020, 0, 0
15/11/2020, 0, 0
16/11/2020, 0, 0
17/11/2020, 0, 0
18/11/2020, 0, 0
19/11/2020, 0, 0
20/11/2020, 0, 0
21/11/2020, 0, 0
22/11/2020, 0, 0
23/11/2020, 0, 0
24/11/2020, 0, 0
25/11/2020, 0, 0
26/11/2020, 0, 0
27/11/2020, 0, 0
28/11/2020, 0, 0
29/11/2020, 0, 0
30/11/2020, 0, 0
1/12/2020, 0, 0
2/12/2020, 3, 0
3/12/2020, 0, 0
4/12/2020, 0, 0
5/12/2020, 0, 0
6/12/2020, 0, 0
7/12/2020, 0, 0
8/12/2020, 0, 0
9/12/2020, 0, 0
10/12/2020, 0, 0
11/12/2020, 0, 0
12/12/2020, 0, 0
13/12/2020, 0, 0
14/12/2020, 0, 0
15/12/2020, 0, 0
17/12/2020, 0, 0
18/12/2020, 0, 0
19/12/2020, 0, 0
20/12/2020, 0, 0
21/12/2020, 0, 0
22/12/2020, 0, 0
23/12/2020, 0, 0
25/12/2020, 0, 0
26/12/2020, 0, 0
27/12/2020, 0, 0
28/12/2020, 0, 0
29/12/2020, 0, 0
30/12/2020, 0, 0
31/12/2020, 0, 0
1/1/2021, 0, 0
2/1/2021, 0, 0
3/1/2021, 0, 0
4/1/2021, 0, 0
5/1/2021, 0, 0
6/1/2021, 0, 0
7/1/2021, 0, 0
8/1/2021, 0, 0
9/1/2021, 0, 0
10/1/2021, 0, 0
11/1/2021, 0, 0
12/1/2021, 0, 0
13/1/2021, 0, 0
14/1/2021, 0, 0
15/1/2021, 0, 0
16/1/2021, 0, 0
18/1/2021, 0, 0
19/1/2021, 0, 0
20/1/2021, 0, 0
21/1/2021, 0, 0
22/1/2021, 0, 0
23/1/2021, 0, 0
25/1/2021, 0, 0
26/1/2021, 0, 0
28/1/2021, 0, 0
29/1/2021, 1, 0
30/1/2021, 0, 0
31/1/2021, 0, 0
1/2/2021, 0, 0
2/2/2021, 0, 0
3/2/2021, 0, 0
4/2/2021, 0, 0
5/2/2021, 0, 0
6/2/2021, 0, 0
7/2/2021, 0, 0
8/2/2021, 0, 0
9/2/2021, 0, 0
10/2/2021, 0, 0
11/2/2021, 0, 0
12/2/2021, 0, 0
13/2/2021, 0, 0
14/2/2021, 0, 0
15/2/2021, 0, 0
16/2/2021, 0, 0
17/2/2021, 0, 0
18/2/2021, 0, 0
19/2/2021, 0, 0
20/2/2021, 0, 0
21/2/2021, 0, 0
22/2/2021, 0, 0
23/2/2021, 0, 0
24/2/2021, 0, 0
25/2/2021, 0, 0
26/2/2021, 0, 0
27/2/2021, 0, 0
28/2/2021, 0, 0
1/3/2021, 0, 0
2/3/2021, 0, 0
3/3/2021, 0, 0
4/3/2021, 0, 0
5/3/2021, 0, 0
6/3/2021, 0, 0
7/3/2021, 0, 0
8/3/2021, 0, 0
9/3/2021, 0, 0
10/3/2021, 0, 0
11/3/2021, 0, 0
12/3/2021, 11, 0
13/3/2021, 0, 0
14/3/2021, 0, 0
15/3/2021, 1, 0
16/3/2021, 0, 0
17/3/2021, 0, 0
18/3/2021, 0, 0
19/3/2021, 0, 0
20/3/2021, 0, 0
22/3/2021, 1, 0
23/3/2021, 0, 0
24/3/2021, 0, 0
25/3/2021, 0, 0
26/3/2021, 1, 0
27/3/2021, 0, 0
28/3/2021, 0, 0
29/3/2021, 0, 0
30/3/2021, 0, 0
31/3/2021, 0, 0
1/4/2021, 0, 0
2/4/2021, 0, 0
3/4/2021, 0, 0
4/4/2021, 0, 0
5/4/2021, 0, 0
6/4/2021, 0, 0
7/4/2021, 0, 0
8/4/2021, 0, 0
9/4/2021, 0, 0
10/4/2021, 0, 0
11/4/2021, 0, 0
12/4/2021, 0, 0
13/4/2021, 0, 0
14/4/2021, 0, 0
15/4/2021, 0, 0
16/4/2021, 0, 0
17/4/2021, 0, 0
18/4/2021, 0, 0
19/4/2021, 0, 0
20/4/2021, 0, 0
21/4/2021, 0, 0
22/4/2021, 0, 0
23/4/2021, 0, 0
24/4/2021, 0, 0
25/4/2021, 0, 0
26/4/2021, 0, 0
27/4/2021, 0, 0
28/4/2021, 0, 0
29/4/2021, 0, 0
30/4/2021, 0, 0
1/5/2021, 0, 0
2/5/2021, 1, 0
3/5/2021, 0, 0
4/5/2021, 0, 0
5/5/2021, 1, 0
6/5/2021, 0, 0
7/5/2021, 0, 0
8/5/2021, 0, 0
9/5/2021, 2, 0
10/5/2021, 0, 0
11/5/2021, 2, 0
12/5/2021, 0, 0
13/5/2021, 1, 0
14/5/2021, 0, 0
15/5/2021, 0, 0
16/5/2021, 0, 0
17/5/2021, 0, 0
18/5/2021, 0, 0
19/5/2021, 0, 0
20/5/2021, 0, 0
21/5/2021, 0, 0
22/5/2021, 1, 0
23/5/2021, 0, 0
24/5/2021, 0, 0
25/5/2021, 0, 0
26/5/2021, 0, 0
27/5/2021, 0, 0
28/5/2021, 0, 0
29/5/2021, 1, 0
30/5/2021, 1, 0
31/5/2021, 0, 0
1/6/2021, 0, 0
2/6/2021, 0, 0
3/6/2021, 0, 0
4/6/2021, 0, 0
5/6/2021, 0, 0
6/6/2021, 0, 0
7/6/2021, 0, 0
8/6/2021, 0, 0
9/6/2021, 0, 0
10/6/2021, 0, 0
11/6/2021, 0, 0
12/6/2021, 0, 0
13/6/2021, 0, 0
14/6/2021, 0, 0
15/6/2021, 0, 0
16/6/2021, 0, 0
17/6/2021, 0, 0
18/6/2021, 0, 0
19/6/2021, 2, 0
20/6/2021, 0, 0
21/6/2021, 0, 0
23/6/2021, 1, 0
24/6/2021, 0, 0
25/6/2021, 0, 0
26/6/2021, 0, 0
27/6/2021, 0, 0
28/6/2021, 12, 0
29/6/2021, 4, 0
30/6/2021, 12, 0
1/7/2021, 0, 0
2/7/2021, 5, 0
3/7/2021, 32, 0
4/7/2021, 1, 0
5/7/2021, 8, 0
6/7/2021, 13, 0
7/7/2021, 0, 0
8/7/2021, 0, 0
9/7/2021, 0, 0
10/7/2021, 32, 0
11/7/2021, 0, 0
12/7/2021, 20, 0
13/7/2021, 82, 0
14/7/2021, 0, 0
15/7/2021, 72, 0
16/7/2021, 151, 0
17/7/2021, 43, 0
18/7/2021, 72, 0
19/7/2021, 0, 0
20/7/2021, 417, 0
21/7/2021, 82, 0
22/7/2021, 0, 0
23/7/2021, 753, 0
24/7/2021, 221, 0
25/7/2021, 253, 0
26/7/2021, 259, 0
27/7/2021, 239, 0
28/7/2021, 271, 0
29/7/2021, 325, 0
30/7/2021, 360, 0
31/7/2021, 456, 0
1/8/2021, 425, 0
2/8/2021, 380, 0
3/8/2021, 364, 0
4/8/2021, 389, 0
5/8/2021, 358, 0
6/8/2021, 554, 0
7/8/2021, 709, 0
8/8/2021, 614, 0
9/8/2021, 538, 0
10/8/2021, 732, 0
11/8/2021, 979, 0
12/8/2021, 1074, 0
13/8/2021, 808, 0
14/8/2021, 1023, 0
15/8/2021, 546, 0
16/8/2021, 588, 0
17/8/2021, 298, 0
18/8/2021, 443, 0
19/8/2021, 657, 0
20/8/2021, 686, 0
21/8/2021, 551, 0
22/8/2021, 748, 0
23/8/2021, 623, 0
24/8/2021, 799, 0
25/8/2021, 618, 0
26/8/2021, 743, 0
27/8/2021, 996, 0
28/8/2021, 797, 0
29/8/2021, 377, 0
30/8/2021, 491, 0
31/8/2021, 634, 0
1/9/2021, 759, 0
2/9/2021, 806, 0
3/9/2021, 986, 0
4/9/2021, 1005, 0
5/9/2021, 1243, 0
6/9/2021, 889, 0
7/9/2021, 945, 0
8/9/2021, 814, 0
9/9/2021, 880, 0
10/9/2021, 823, 0
11/9/2021, 960, 0
12/9/2021, 974, 0
13/9/2021, 768, 1799090
14/9/2021, 777, 1908450
15/9/2021, 808, 1908450
16/9/2021, 567, 1908450
17/9/2021, 345, 1908450
18/9/2021, 939, 1908450
19/9/2021, 953, 1911660
20/9/2021, 869, 1911660
21/9/2021, 590, 1911660
22/9/2021, 930, 1911660
23/9/2021, 760, 1911660
24/9/2021, 803, 1911660
25/9/2021, 996, 1911660
26/9/2021, 746, 1911660
27/9/2021, 616, 1959210
28/9/2021, 787, 1959210
29/9/2021, 899, 1959210
30/9/2021, 626, 1959210
1/10/2021, 735, 1959210
2/10/2021, 509, 1959210
3/10/2021, 824, 3061310
4/10/2021, 701, 3061310
5/10/2021, 653, 3061310
6/10/2021, 534, 3061310
7/10/2021, 589, 3061310
8/10/2021, 612, 3061310
9/10/2021, 575, 3360760
10/10/2021, 662, 3360760
11/10/2021, 499, 3360760
12/10/2021, 501, 3360760
13/10/2021, 486, 3360760
14/10/2021, 647, 3360760
15/10/2021, 586, 3460760
16/10/2021, 397, 3460760
17/10/2021, 517, 3460760
18/10/2021, 393, 3460760
19/10/2021, 371, 3460760
20/10/2021, 305, 3460760
21/10/2021, 390, 3460760
22/10/2021, 417, 3460760
23/10/2021, 605, 3460760
24/10/2021, 429, 3821160
25/10/2021, 458, 3821160
26/10/2021, 481, 4438160
27/10/2021, 499, 4438160
28/10/2021, 745, 4438160
29/10/2021, 697, 4438160
30/10/2021, 679, 4438160
31/10/2021, 688, 4438160
1/11/2021, 657, 4438160
2/11/2021, 858, 4438160
3/11/2021, 905, 4438160
4/11/2021, 939, 4438160
5/11/2021, 953, 4555160
6/11/2021, 1085, 4555160
7/11/2021, 997, 4655160
8/11/2021, 969, 4655160
9/11/2021, 923, 4655160
10/11/2021, 848, 4755160
11/11/2021, 0, 4755160
